Unnamed: 0,codigo_def,categorias,codigo,clasificacion
502.0,I31,Enfermedades del aparato circulatorio,,
503.0,I33,Enfermedades del aparato circulatorio,,
504.0,I34,Enfermedades del aparato circulatorio,,
505.0,I35,Enfermedades del aparato circulatorio,,
506.0,I36,Enfermedades del aparato circulatorio,,
507.0,I37,Enfermedades del aparato circulatorio,,
508.0,I38,Enfermedades del aparato circulatorio,,
509.0,I40,Enfermedades del aparato circulatorio,,
510.0,I42,Enfermedades del aparato circulatorio,,
511.0,I44,Enfermedades del aparato circulatorio,,
512.0,I45,Enfermedades del aparato circulatorio,,
513.0,I46,Enfermedades del aparato circulatorio,,
514.0,I47,Enfermedades del aparato circulatorio,,
515.0,I48,Enfermedades del aparato circulatorio,,
516.0,I49,Enfermedades del aparato circulatorio,,
517.0,I50,Enfermedades del aparato circulatorio,,
518.0,I51,Enfermedades del aparato circulatorio,,
519.0,I60,Enfermedades del aparato circulatorio,,
520.0,I61,Enfermedades del aparato circulatorio,,
521.0,I62,Enfermedades del aparato circulatorio,,
522.0,I63,Enfermedades del aparato circulatorio,,
523.0,I64,Enfermedades del aparato circulatorio,,
524.0,I67,Enfermedades del aparato circulatorio,,
525.0,I69,Enfermedades del aparato circulatorio,,
526.0,I70,Enfermedades del aparato circulatorio,,
527.0,I71,Enfermedades del aparato circulatorio,,
528.0,I72,Enfermedades del aparato circulatorio,,
529.0,I73,Enfermedades del aparato circulatorio,,
530.0,I74,Enfermedades del aparato circulatorio,,
531.0,I77,Enfermedades del aparato circulatorio,,
532.0,I78,Enfermedades del aparato circulatorio,,
533.0,I80,Enfermedades del aparato circulatorio,,
534.0,I81,Enfermedades del aparato circulatorio,,
535.0,I82,Enfermedades del aparato circulatorio,,
536.0,I83,Enfermedades del aparato circulatorio,,
537.0,I84,Enfermedades del aparato circulatorio,,
538.0,I85,Enfermedades del aparato circulatorio,,
539.0,I86,Enfermedades del aparato circulatorio,,
540.0,I87,Enfermedades del aparato circulatorio,,
541.0,I88,Enfermedades del aparato circulatorio,,
542.0,I89,Enfermedades del aparato circulatorio,,
543.0,I95,Enfermedades del aparato circulatorio,,
544.0,I99,Enfermedades del aparato circulatorio,,
545.0,J00,Enfermedades del aparato respiratorio,,
546.0,J01,Enfermedades del aparato respiratorio,,
547.0,J02,Enfermedades del aparato respiratorio,,
548.0,J03,Enfermedades del aparato respiratorio,,
549.0,J04,Enfermedades del aparato respiratorio,,
550.0,J05,Enfermedades del aparato respiratorio,,
551.0,J06,Enfermedades del aparato respiratorio,,
552.0,J09,Enfermedades del aparato respiratorio,,
553.0,J10,Enfermedades del aparato respiratorio,,
554.0,J11,Enfermedades del aparato respiratorio,,
555.0,J12,Enfermedades del aparato respiratorio,,
556.0,J13,Enfermedades del aparato respiratorio,,
557.0,J14,Enfermedades del aparato respiratorio,,
558.0,J15,Enfermedades del aparato respiratorio,,
559.0,J16,Enfermedades del aparato respiratorio,,
560.0,J18,Enfermedades del aparato respiratorio,,
561.0,J20,Enfermedades del aparato respiratorio,,
562.0,J21,Enfermedades del aparato respiratorio,,
563.0,J22,Enfermedades del aparato respiratorio,,
564.0,J30,Enfermedades del aparato respiratorio,,
565.0,J31,Enfermedades del aparato respiratorio,,
566.0,J32,Enfermedades del aparato respiratorio,,
567.0,J33,Enfermedades del aparato respiratorio,,
568.0,J34,Enfermedades del aparato respiratorio,,
569.0,J35,Enfermedades del aparato respiratorio,,
570.0,J36,Enfermedades del aparato respiratorio,,
571.0,J38,Enfermedades del aparato respiratorio,,
572.0,J39,Enfermedades del aparato respiratorio,,
573.0,J40,Enfermedades del aparato respiratorio,,
574.0,J41,Enfermedades del aparato respiratorio,,
575.0,J42,Enfermedades del aparato respiratorio,,
576.0,J43,Enfermedades del aparato respiratorio,,
577.0,J44,Enfermedades del aparato respiratorio,,
578.0,J45,Enfermedades del aparato respiratorio,,
579.0,J46,Enfermedades del aparato respiratorio,,
580.0,J47,Enfermedades del aparato respiratorio,,
581.0,J60,Enfermedades del aparato respiratorio,,
582.0,J61,Enfermedades del aparato respiratorio,,
583.0,J62,Enfermedades del aparato respiratorio,,
584.0,J63,Enfermedades del aparato respiratorio,,
585.0,J64,Enfermedades del aparato respiratorio,,
586.0,J65,Enfermedades del aparato respiratorio,,
587.0,J66,Enfermedades del aparato respiratorio,,
588.0,J67,Enfermedades del aparato respiratorio,,
589.0,J68,Enfermedades del aparato respiratorio,,
590.0,J69,Enfermedades del aparato respiratorio,,
591.0,J70,Enfermedades del aparato respiratorio,,
592.0,J80,Enfermedades del aparato respiratorio,,
593.0,J81,Enfermedades del aparato respiratorio,,
594.0,J82,Enfermedades del aparato respiratorio,,
595.0,J84,Enfermedades del aparato respiratorio,,
596.0,J85,Enfermedades del aparato respiratorio,,
597.0,J86,Enfermedades del aparato respiratorio,,
598.0,J90,Enfermedades del aparato respiratorio,,
599.0,J92,Enfermedades del aparato respiratorio,,
600.0,J93,Enfermedades del aparato respiratorio,,
601.0,J94,Enfermedades del aparato respiratorio,,
602.0,J96,Enfermedades del aparato respiratorio,,
603.0,J98,Enfermedades del aparato respiratorio,,
604.0,K02,Enfermedades del aparato digestivo,,
605.0,K03,Enfermedades del aparato digestivo,,
606.0,K04,Enfermedades del aparato digestivo,,
607.0,K05,Enfermedades del aparato digestivo,,
608.0,K07,Enfermedades del aparato digestivo,,
609.0,K08,Enfermedades del aparato digestivo,,
610.0,K09,Enfermedades del aparato digestivo,,
611.0,K10,Enfermedades del aparato digestivo,,
612.0,K11,Enfermedades del aparato digestivo,,
613.0,K12,Enfermedades del aparato digestivo,,
614.0,K13,Enfermedades del aparato digestivo,,
615.0,K14,Enfermedades del aparato digestivo,,
616.0,K20,Enfermedades del aparato digestivo,,
617.0,K21,Enfermedades del aparato digestivo,,
618.0,K22,Enfermedades del aparato digestivo,,
619.0,K25,Enfermedades del aparato digestivo,,
620.0,K26,Enfermedades del aparato digestivo,,
621.0,K27,Enfermedades del aparato digestivo,,
622.0,K28,Enfermedades del aparato digestivo,,
623.0,K29,Enfermedades del aparato digestivo,,
624.0,K30,Enfermedades del aparato digestivo,,
625.0,K31,Enfermedades del aparato digestivo,,
626.0,K35,Enfermedades del aparato digestivo,,
627.0,K36,Enfermedades del aparato digestivo,,
628.0,K37,Enfermedades del aparato digestivo,,
629.0,K38,Enfermedades del aparato digestivo,,
630.0,K40,Enfermedades del aparato digestivo,,
631.0,K41,Enfermedades del aparato digestivo,,
632.0,K42,Enfermedades del aparato digestivo,,
633.0,K43,Enfermedades del aparato digestivo,,
634.0,K44,Enfermedades del aparato digestivo,,
635.0,K45,Enfermedades del aparato digestivo,,
636.0,K46,Enfermedades del aparato digestivo,,
637.0,K50,Enfermedades del aparato digestivo,,
638.0,K51,Enfermedades del aparato digestivo,,
639.0,K52,Enfermedades del aparato digestivo,,
640.0,K55,Enfermedades del aparato digestivo,,
641.0,K56,Enfermedades del aparato digestivo,,
642.0,K57,Enfermedades del aparato digestivo,,
643.0,K58,Enfermedades del aparato digestivo,,
644.0,K59,Enfermedades del aparato digestivo,,
645.0,K60,Enfermedades del aparato digestivo,,
646.0,K61,Enfermedades del aparato digestivo,,
647.0,K62,Enfermedades del aparato digestivo,,
648.0,K63,Enfermedades del aparato digestivo,,
649.0,K64,Enfermedades del aparato digestivo,,
650.0,K65,Enfermedades del aparato digestivo,,
651.0,K66,Enfermedades del aparato digestivo,,
652.0,K70,Enfermedades del aparato digestivo,,
653.0,K71,Enfermedades del aparato digestivo,,
654.0,K72,Enfermedades del aparato digestivo,,
655.0,K73,Enfermedades del aparato digestivo,,
656.0,K74,Enfermedades del aparato digestivo,,
657.0,K75,Enfermedades del aparato digestivo,,
658.0,K76,Enfermedades del aparato digestivo,,
659.0,K80,Enfermedades del aparato digestivo,,
660.0,K81,Enfermedades del aparato digestivo,,
661.0,K82,Enfermedades del aparato digestivo,,
662.0,K83,Enfermedades del aparato digestivo,,
663.0,K85,Enfermedades del aparato digestivo,,
664.0,K86,Enfermedades del aparato digestivo,,
665.0,K90,Enfermedades del aparato digestivo,,
666.0,K92,Enfermedades del aparato digestivo,,
667.0,L00,Enfermedades de la piel y del tejido subcutáneo ,,
668.0,L01,Enfermedades de la piel y del tejido subcutáneo ,,
669.0,L02,Enfermedades de la piel y del tejido subcutáneo ,,
670.0,L03,Enfermedades de la piel y del tejido subcutáneo ,,
671.0,L04,Enfermedades de la piel y del tejido subcutáneo ,,
672.0,L05,Enfermedades de la piel y del tejido subcutáneo ,,
673.0,L08,Enfermedades de la piel y del tejido subcutáneo ,,
674.0,L10,Enfermedades de la piel y del tejido subcutáneo ,,
675.0,L11,Enfermedades de la piel y del tejido subcutáneo ,,
676.0,L12,Enfermedades de la piel y del tejido subcutáneo ,,
677.0,L13,Enfermedades de la piel y del tejido subcutáneo ,,
678.0,L20,Enfermedades de la piel y del tejido subcutáneo ,,
679.0,L21,Enfermedades de la piel y del tejido subcutáneo ,,
680.0,L24,Enfermedades de la piel y del tejido subcutáneo ,,
681.0,L25,Enfermedades de la piel y del tejido subcutáneo ,,
682.0,L26,Enfermedades de la piel y del tejido subcutáneo ,,
683.0,L27,Enfermedades de la piel y del tejido subcutáneo ,,
684.0,L28,Enfermedades de la piel y del tejido subcutáneo ,,
685.0,L29,Enfermedades de la piel y del tejido subcutáneo ,,
686.0,L30,Enfermedades de la piel y del tejido subcutáneo ,,
687.0,L40,Enfermedades de la piel y del tejido subcutáneo ,,
688.0,L41,Enfermedades de la piel y del tejido subcutáneo ,,
689.0,L42,Enfermedades de la piel y del tejido subcutáneo ,,
690.0,L44,Enfermedades de la piel y del tejido subcutáneo ,,
691.0,L50,Enfermedades de la piel y del tejido subcutáneo ,,
692.0,L51,Enfermedades de la piel y del tejido subcutáneo ,,
693.0,L52,Enfermedades de la piel y del tejido subcutáneo ,,
694.0,L53,Enfermedades de la piel y del tejido subcutáneo ,,
695.0,L57,Enfermedades de la piel y del tejido subcutáneo ,,
696.0,L58,Enfermedades de la piel y del tejido subcutáneo ,,
697.0,L59,Enfermedades de la piel y del tejido subcutáneo ,,
698.0,L60,Enfermedades de la piel y del tejido subcutáneo ,,
699.0,L63,Enfermedades de la piel y del tejido subcutáneo ,,
700.0,L65,Enfermedades de la piel y del tejido subcutáneo ,,
701.0,L66,Enfermedades de la piel y del tejido subcutáneo ,,
702.0,L67,Enfermedades de la piel y del tejido subcutáneo ,,
703.0,L68,Enfermedades de la piel y del tejido subcutáneo ,,
704.0,L70,Enfermedades de la piel y del tejido subcutáneo ,,
705.0,L71,Enfermedades de la piel y del tejido subcutáneo ,,
706.0,L72,Enfermedades de la piel y del tejido subcutáneo ,,
707.0,L73,Enfermedades de la piel y del tejido subcutáneo ,,
708.0,L75,Enfermedades de la piel y del tejido subcutáneo ,,
709.0,L80,Enfermedades de la piel y del tejido subcutáneo ,,
710.0,L81,Enfermedades de la piel y del tejido subcutáneo ,,
711.0,L83,Enfermedades de la piel y del tejido subcutáneo ,,
712.0,L84,Enfermedades de la piel y del tejido subcutáneo ,,
713.0,L85,Enfermedades de la piel y del tejido subcutáneo ,,
714.0,L88,Enfermedades de la piel y del tejido subcutáneo ,,
715.0,L89,Enfermedades de la piel y del tejido subcutáneo ,,
716.0,L90,Enfermedades de la piel y del tejido subcutáneo ,,
717.0,L92,Enfermedades de la piel y del tejido subcutáneo ,,
718.0,L93,Enfermedades de la piel y del tejido subcutáneo ,,
719.0,L94,Enfermedades de la piel y del tejido subcutáneo ,,
720.0,L95,Enfermedades de la piel y del tejido subcutáneo ,,
721.0,L97,Enfermedades de la piel y del tejido subcutáneo ,,
722.0,L98,Enfermedades de la piel y del tejido subcutáneo ,,
723.0,M00,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
724.0,M02,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
725.0,M05,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
726.0,M06,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
727.0,M08,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
728.0,M10,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
729.0,M11,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
730.0,M12,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
731.0,M13,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
732.0,M15,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
733.0,M16,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
734.0,M17,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
735.0,M18,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
736.0,M19,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
737.0,M20,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
738.0,M21,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
739.0,M22,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
740.0,M23,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
741.0,M24,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
742.0,M25,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
743.0,M30,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
744.0,M31,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
745.0,M32,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
746.0,M33,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
747.0,M34,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
748.0,M35,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
749.0,M40,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
750.0,M41,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
751.0,M42,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
752.0,M43,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
753.0,M45,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
754.0,M46,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
755.0,M47,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
756.0,M48,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
757.0,M50,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
758.0,M51,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
759.0,M53,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
760.0,M54,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
761.0,M60,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
762.0,M61,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
763.0,M62,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
764.0,M65,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
765.0,M66,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
766.0,M67,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
767.0,M70,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
768.0,M71,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
769.0,M72,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
770.0,M76,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
771.0,M77,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
772.0,M79,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
773.0,M80,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
774.0,M81,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
775.0,M83,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
776.0,M84,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
777.0,M85,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
778.0,M86,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
779.0,M87,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
780.0,M88,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
781.0,M89,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
782.0,M91,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
783.0,M92,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
784.0,M93,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
785.0,M94,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
786.0,M95,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
787.0,M99,Enfermedades del sistema osteomuscular y del tejido conjuntivo,,
788.0,N00,Enfermedades del sistema genitourinario ,,
789.0,N01,Enfermedades del sistema genitourinario ,,
790.0,N02,Enfermedades del sistema genitourinario ,,
791.0,N03,Enfermedades del sistema genitourinario ,,
792.0,N04,Enfermedades del sistema genitourinario ,,
793.0,N05,Enfermedades del sistema genitourinario ,,
794.0,N06,Enfermedades del sistema genitourinario ,,
795.0,N07,Enfermedades del sistema genitourinario ,,
796.0,N10,Enfermedades del sistema genitourinario ,,
797.0,N11,Enfermedades del sistema genitourinario ,,
798.0,N12,Enfermedades del sistema genitourinario ,,
799.0,N13,Enfermedades del sistema genitourinario ,,
800.0,N14,Enfermedades del sistema genitourinario ,,
801.0,N15,Enfermedades del sistema genitourinario ,,
802.0,N17,Enfermedades del sistema genitourinario ,,
803.0,N18,Enfermedades del sistema genitourinario ,,
804.0,N19,Enfermedades del sistema genitourinario ,,
805.0,N20,Enfermedades del sistema genitourinario ,,
806.0,N21,Enfermedades del sistema genitourinario ,,
807.0,N23,Enfermedades del sistema genitourinario ,,
808.0,N25,Enfermedades del sistema genitourinario ,,
809.0,N26,Enfermedades del sistema genitourinario ,,
810.0,N27,Enfermedades del sistema genitourinario ,,
811.0,N28,Enfermedades del sistema genitourinario ,,
812.0,N30,Enfermedades del sistema genitourinario ,,
813.0,N31,Enfermedades del sistema genitourinario ,,
814.0,N32,Enfermedades del sistema genitourinario ,,
815.0,N34,Enfermedades del sistema genitourinario ,,
816.0,N35,Enfermedades del sistema genitourinario ,,
817.0,N36,Enfermedades del sistema genitourinario ,,
818.0,N39,Enfermedades del sistema genitourinario ,,
819.0,N40,Enfermedades del sistema genitourinario ,,
820.0,N41,Enfermedades del sistema genitourinario ,,
821.0,N42,Enfermedades del sistema genitourinario ,,
822.0,N43,Enfermedades del sistema genitourinario ,,
823.0,N45,Enfermedades del sistema genitourinario ,,
824.0,N47,Enfermedades del sistema genitourinario ,,
825.0,N48,Enfermedades del sistema genitourinario ,,
826.0,N49,Enfermedades del sistema genitourinario ,,
827.0,N50,Enfermedades del sistema genitourinario ,,
828.0,N60,Enfermedades del sistema genitourinario ,,
829.0,N61,Enfermedades del sistema genitourinario ,,
830.0,N62,Enfermedades del sistema genitourinario ,,
831.0,N63,Enfermedades del sistema genitourinario ,,
832.0,N64,Enfermedades del sistema genitourinario ,,
833.0,N70,Enfermedades del sistema genitourinario ,,
834.0,N71,Enfermedades del sistema genitourinario ,,
835.0,N72,Enfermedades del sistema genitourinario ,,
836.0,N73,Enfermedades del sistema genitourinario ,,
837.0,N76,Enfermedades del sistema genitourinario ,,
838.0,N80,Enfermedades del sistema genitourinario ,,
839.0,N81,Enfermedades del sistema genitourinario ,,
840.0,N82,Enfermedades del sistema genitourinario ,,
841.0,N83,Enfermedades del sistema genitourinario ,,
842.0,N84,Enfermedades del sistema genitourinario ,,
843.0,N85,Enfermedades del sistema genitourinario ,,
844.0,N87,Enfermedades del sistema genitourinario ,,
845.0,N88,Enfermedades del sistema genitourinario ,,
846.0,N89,Enfermedades del sistema genitourinario ,,
847.0,N90,Enfermedades del sistema genitourinario ,,
848.0,N92,Enfermedades del sistema genitourinario ,,
849.0,N93,Enfermedades del sistema genitourinario ,,
850.0,N94,Enfermedades del sistema genitourinario ,,
851.0,N95,Enfermedades del sistema genitourinario ,,
852.0,N98,Enfermedades del sistema genitourinario ,,
853.0,O00,"Embarazo, parto y puerperio ",,
854.0,O01,"Embarazo, parto y puerperio ",,
855.0,O02,"Embarazo, parto y puerperio ",,
856.0,O03,"Embarazo, parto y puerperio ",,
857.0,O04,"Embarazo, parto y puerperio ",,
858.0,O05,"Embarazo, parto y puerperio ",,
859.0,O06,"Embarazo, parto y puerperio ",,
860.0,O07,"Embarazo, parto y puerperio ",,
861.0,O10,"Embarazo, parto y puerperio ",,
862.0,O11,"Embarazo, parto y puerperio ",,
863.0,O13,"Embarazo, parto y puerperio ",,
864.0,O14,"Embarazo, parto y puerperio ",,
865.0,O15,"Embarazo, parto y puerperio ",,
866.0,O16,"Embarazo, parto y puerperio ",,
867.0,O20,"Embarazo, parto y puerperio ",,
868.0,O22,"Embarazo, parto y puerperio ",,
869.0,O23,"Embarazo, parto y puerperio ",,
870.0,O24,"Embarazo, parto y puerperio ",,
871.0,O25,"Embarazo, parto y puerperio ",,
872.0,O26,"Embarazo, parto y puerperio ",,
873.0,O29,"Embarazo, parto y puerperio ",,
874.0,O34,"Embarazo, parto y puerperio ",,
875.0,O35,"Embarazo, parto y puerperio ",,
876.0,O36,"Embarazo, parto y puerperio ",,
877.0,O41,"Embarazo, parto y puerperio ",,
878.0,O42,"Embarazo, parto y puerperio ",,
879.0,O43,"Embarazo, parto y puerperio ",,
880.0,O44,"Embarazo, parto y puerperio ",,
881.0,O45,"Embarazo, parto y puerperio ",,
882.0,O46,"Embarazo, parto y puerperio ",,
883.0,O60,"Embarazo, parto y puerperio ",,
884.0,O61,"Embarazo, parto y puerperio ",,
885.0,O62,"Embarazo, parto y puerperio ",,
886.0,O66,"Embarazo, parto y puerperio ",,
887.0,O67,"Embarazo, parto y puerperio ",,
888.0,O68,"Embarazo, parto y puerperio ",,
889.0,O69,"Embarazo, parto y puerperio ",,
890.0,O70,"Embarazo, parto y puerperio ",,
891.0,O71,"Embarazo, parto y puerperio ",,
892.0,O72,"Embarazo, parto y puerperio ",,
893.0,O73,"Embarazo, parto y puerperio ",,
894.0,O74,"Embarazo, parto y puerperio ",,
895.0,O75,"Embarazo, parto y puerperio ",,
896.0,O85,"Embarazo, parto y puerperio ",,
897.0,O86,"Embarazo, parto y puerperio ",,
898.0,O87,"Embarazo, parto y puerperio ",,
899.0,O88,"Embarazo, parto y puerperio ",,
900.0,O89,"Embarazo, parto y puerperio ",,
901.0,O90,"Embarazo, parto y puerperio ",,
902.0,O91,"Embarazo, parto y puerperio ",,
903.0,O95,"Embarazo, parto y puerperio ",,
904.0,O96,"Embarazo, parto y puerperio ",,
905.0,O97,"Embarazo, parto y puerperio ",,
906.0,O98,"Embarazo, parto y puerperio ",,
907.0,O99,"Embarazo, parto y puerperio ",,
908.0,P00,Afecciones originadas en el periodo perinatal ,,
909.0,P01,Afecciones originadas en el periodo perinatal ,,
910.0,P02,Afecciones originadas en el periodo perinatal ,,
911.0,P03,Afecciones originadas en el periodo perinatal ,,
912.0,P04,Afecciones originadas en el periodo perinatal ,,
913.0,P05,Afecciones originadas en el periodo perinatal ,,
914.0,P07,Afecciones originadas en el periodo perinatal ,,
915.0,P08,Afecciones originadas en el periodo perinatal ,,
916.0,P10,Afecciones originadas en el periodo perinatal ,,
917.0,P11,Afecciones originadas en el periodo perinatal ,,
918.0,P12,Afecciones originadas en el periodo perinatal ,,
919.0,P13,Afecciones originadas en el periodo perinatal ,,
920.0,P14,Afecciones originadas en el periodo perinatal ,,
921.0,P15,Afecciones originadas en el periodo perinatal ,,
922.0,P20,Afecciones originadas en el periodo perinatal ,,
923.0,P21,Afecciones originadas en el periodo perinatal ,,
924.0,P22,Afecciones originadas en el periodo perinatal ,,
925.0,P23,Afecciones originadas en el periodo perinatal ,,
926.0,P24,Afecciones originadas en el periodo perinatal ,,
927.0,P25,Afecciones originadas en el periodo perinatal ,,
928.0,P26,Afecciones originadas en el periodo perinatal ,,
929.0,P27,Afecciones originadas en el periodo perinatal ,,
930.0,P28,Afecciones originadas en el periodo perinatal ,,
931.0,P29,Afecciones originadas en el periodo perinatal ,,
932.0,P35,Afecciones originadas en el periodo perinatal ,,
933.0,P36,Afecciones originadas en el periodo perinatal ,,
934.0,P37,Afecciones originadas en el periodo perinatal ,,
935.0,P38,Afecciones originadas en el periodo perinatal ,,
936.0,P39,Afecciones originadas en el periodo perinatal ,,
937.0,P50,Afecciones originadas en el periodo perinatal ,,
938.0,P51,Afecciones originadas en el periodo perinatal ,,
939.0,P52,Afecciones originadas en el periodo perinatal ,,
940.0,P53,Afecciones originadas en el periodo perinatal ,,
941.0,P54,Afecciones originadas en el periodo perinatal ,,
942.0,P55,Afecciones originadas en el periodo perinatal ,,
943.0,P56,Afecciones originadas en el periodo perinatal ,,
944.0,P57,Afecciones originadas en el periodo perinatal ,,
945.0,P58,Afecciones originadas en el periodo perinatal ,,
946.0,P59,Afecciones originadas en el periodo perinatal ,,
947.0,P60,Afecciones originadas en el periodo perinatal ,,
948.0,P61,Afecciones originadas en el periodo perinatal ,,
949.0,P70,Afecciones originadas en el periodo perinatal ,,
950.0,P71,Afecciones originadas en el periodo perinatal ,,
951.0,P74,Afecciones originadas en el periodo perinatal ,,
952.0,P76,Afecciones originadas en el periodo perinatal ,,
953.0,P77,Afecciones originadas en el periodo perinatal ,,
954.0,P78,Afecciones originadas en el periodo perinatal ,,
955.0,P80,Afecciones originadas en el periodo perinatal ,,
956.0,P81,Afecciones originadas en el periodo perinatal ,,
957.0,P83,Afecciones originadas en el periodo perinatal ,,
958.0,P90,Afecciones originadas en el periodo perinatal ,,
959.0,P91,Afecciones originadas en el periodo perinatal ,,
960.0,P92,Afecciones originadas en el periodo perinatal ,,
961.0,P94,Afecciones originadas en el periodo perinatal ,,
962.0,P96,Afecciones originadas en el periodo perinatal ,,
963.0,Q00,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
964.0,Q01,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
965.0,Q02,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
966.0,Q03,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
967.0,Q04,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
968.0,Q05,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
969.0,Q06,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
970.0,Q07,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
971.0,Q12,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
972.0,Q13,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
973.0,Q14,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
974.0,Q15,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
975.0,Q16,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
976.0,Q18,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
977.0,Q20,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
978.0,Q21,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
979.0,Q22,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
980.0,Q23,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
981.0,Q24,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
982.0,Q25,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
983.0,Q26,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
984.0,Q27,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
985.0,Q28,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
986.0,Q30,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
987.0,Q31,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
988.0,Q32,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
989.0,Q33,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
990.0,Q34,"Malformaciones congénitas, deformidades y anomalías cromosómicas ",,
